data_source,source_row_id,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
actual,1670,15582259,567.0,France,Female,37.0,7.0,0.0,2.0,1.0,1.0,28690.9,0
actual,1671,15716994,559.0,Spain,Male,24.0,3.0,114739.92,1.0,1.0,0.0,85891.02,1
actual,1672,15586880,594.0,Germany,Male,41.0,2.0,122545.65,2.0,1.0,1.0,42050.24,0
actual,1673,15713854,513.0,France,Female,37.0,6.0,0.0,2.0,1.0,0.0,110142.34,0
actual,1674,15780835,652.0,Germany,Female,26.0,1.0,131908.35,1.0,1.0,1.0,179269.79,0
actual,1675,15675896,680.0,Germany,Female,42.0,7.0,105722.69,1.0,1.0,1.0,90558.24,1
actual,1676,15658459,784.0,Spain,Male,33.0,10.0,0.0,2.0,1.0,0.0,162022.47,0
actual,1677,15658057,812.0,Spain,Female,44.0,8.0,0.0,3.0,1.0,0.0,66926.83,1
actual,1678,15801767,784.0,Spain,Female,40.0,8.0,0.0,2.0,1.0,0.0,108891.3,0
actual,1679,15569178,570.0,France,Female,18.0,4.0,82767.42,1.0,1.0,0.0,71811.9,0
actual,1680,15731478,712.0,France,Female,42.0,1.0,87842.98,1.0,0.0,0.0,92223.59,0
actual,1681,15811236,705.0,Spain,Male,39.0,6.0,133261.13,1.0,1.0,1.0,78065.9,0
actual,1682,15746749,681.0,Spain,Female,32.0,3.0,0.0,2.0,1.0,1.0,59679.9,0
actual,1683,15662758,620.0,France,Male,41.0,0.0,97925.11,1.0,1.0,0.0,85000.32,0
actual,1684,15709387,711.0,France,Male,52.0,5.0,0.0,1.0,1.0,1.0,159808.95,0
actual,1685,15572093,613.0,France,Female,24.0,7.0,140453.91,1.0,1.0,0.0,129001.3,0
actual,1686,15713826,613.0,Germany,Female,20.0,0.0,117356.19,1.0,0.0,0.0,113557.7,1
actual,1687,15570205,682.0,Spain,Male,36.0,5.0,0.0,2.0,1.0,1.0,147758.51,0
actual,1688,15589348,850.0,Spain,Male,37.0,4.0,137204.77,1.0,1.0,1.0,28865.59,0
actual,1689,15804610,601.0,France,Female,41.0,1.0,0.0,2.0,0.0,1.0,160607.06,0
actual,1690,15700854,595.0,Spain,Male,35.0,8.0,0.0,1.0,1.0,0.0,100015.79,1
actual,1691,15758836,675.0,Spain,Male,36.0,3.0,54098.18,2.0,0.0,1.0,54478.52,0
actual,1692,15772933,591.0,Spain,Male,31.0,8.0,0.0,1.0,1.0,1.0,141677.33,0
actual,1693,15809006,602.0,France,Male,23.0,7.0,113758.48,2.0,0.0,0.0,84077.6,0
actual,1694,15689612,554.0,Spain,Female,34.0,8.0,0.0,1.0,0.0,1.0,106981.03,0
actual,1695,15744614,541.0,France,Male,37.0,9.0,118636.92,1.0,1.0,1.0,73551.44,0
actual,1696,15704250,506.0,France,Male,34.0,7.0,0.0,2.0,0.0,0.0,115842.1,0
actual,1697,15700255,814.0,Germany,Male,44.0,8.0,95488.82,2.0,0.0,0.0,107013.59,0
actual,1698,15669410,683.0,France,Male,30.0,8.0,110829.52,2.0,0.0,0.0,24938.84,0
actual,1699,15807595,485.0,Germany,Male,51.0,7.0,144244.59,2.0,1.0,0.0,51113.14,0
actual,1700,15664523,696.0,Germany,Female,31.0,8.0,122021.92,2.0,1.0,0.0,33828.64,0
actual,1701,15642833,608.0,France,Female,30.0,8.0,0.0,2.0,1.0,0.0,128875.86,0
actual,1702,15605279,792.0,France,Male,50.0,9.0,0.0,4.0,1.0,1.0,194700.81,1
actual,1703,15713644,686.0,Spain,Male,22.0,5.0,0.0,2.0,1.0,0.0,158974.45,0
actual,1704,15750466,790.0,Germany,Male,42.0,1.0,85839.62,1.0,1.0,0.0,198182.73,0
actual,1705,15739054,654.0,France,Female,29.0,4.0,96974.97,1.0,0.0,1.0,141404.07,0
actual,1706,15612771,452.0,France,Male,35.0,4.0,148172.44,1.0,1.0,1.0,4175.68,0
actual,1707,15788483,719.0,Spain,Male,38.0,0.0,0.0,1.0,1.0,0.0,126876.47,0
actual,1708,15732832,707.0,France,Female,40.0,5.0,0.0,2.0,1.0,0.0,41052.82,0
actual,1709,15772892,699.0,France,Female,49.0,2.0,0.0,1.0,0.0,0.0,105760.01,0
actual,1710,15713843,850.0,Spain,Male,30.0,2.0,0.0,2.0,0.0,1.0,27937.12,0
actual,1711,15567993,828.0,Spain,Male,28.0,8.0,134766.85,1.0,1.0,0.0,79355.87,0
actual,1712,15617603,850.0,Germany,Male,30.0,5.0,123210.56,2.0,1.0,1.0,102180.27,0
actual,1713,15744983,712.0,Spain,Male,47.0,1.0,139887.01,1.0,1.0,1.0,95719.73,0
actual,1714,15630419,634.0,France,Male,44.0,9.0,149961.11,1.0,1.0,0.0,57121.51,0
actual,1715,15738828,730.0,Germany,Male,45.0,6.0,152880.97,1.0,0.0,0.0,162478.11,0
actual,1716,15778025,685.0,Germany,Male,43.0,9.0,108589.47,2.0,0.0,1.0,194808.51,0
actual,1717,15799479,809.0,Spain,Male,33.0,9.0,0.0,1.0,1.0,1.0,124045.65,0
actual,1718,15684269,707.0,Spain,Female,35.0,3.0,56674.48,1.0,1.0,0.0,17987.4,1
actual,1719,15762745,648.0,Spain,Male,32.0,8.0,0.0,1.0,1.0,0.0,133653.38,0
actual,1720,15746970,760.0,Spain,Female,57.0,1.0,0.0,2.0,1.0,1.0,25101.17,0
actual,1721,15725024,805.0,Germany,Female,33.0,3.0,105663.56,2.0,0.0,1.0,33330.89,0
actual,1722,15592116,585.0,France,Female,39.0,7.0,0.0,2.0,1.0,0.0,2401.26,0
actual,1723,15624391,595.0,Spain,Female,30.0,5.0,100683.54,1.0,1.0,1.0,178361.04,0
actual,1724,15567422,630.0,France,Male,42.0,6.0,0.0,2.0,1.0,0.0,162697.93,0
actual,1725,15612627,627.0,Germany,Male,29.0,5.0,139541.58,2.0,1.0,0.0,80607.33,0
actual,1726,15574879,631.0,Germany,Female,37.0,2.0,121801.72,2.0,0.0,1.0,23146.62,0
actual,1727,15745107,776.0,Germany,Male,38.0,5.0,112281.7,1.0,0.0,1.0,89893.6,0
actual,1728,15734491,676.0,Spain,Female,36.0,4.0,0.0,2.0,1.0,1.0,3173.31,0
actual,1729,15675320,758.0,Spain,Female,40.0,5.0,93499.82,2.0,0.0,0.0,123218.81,0
actual,1730,15643824,637.0,France,Male,33.0,0.0,132255.99,2.0,0.0,1.0,74588.41,0
actual,1731,15643438,850.0,France,Male,20.0,7.0,0.0,2.0,1.0,0.0,31288.77,0
actual,1732,15721730,601.0,Spain,Female,44.0,4.0,0.0,2.0,1.0,0.0,58561.31,0
actual,1733,15680727,735.0,France,Male,49.0,5.0,121973.28,1.0,1.0,0.0,148804.36,0
actual,1734,15752508,614.0,Germany,Male,32.0,7.0,99462.8,2.0,1.0,1.0,51117.06,0
actual,1735,15808846,672.0,Germany,Female,21.0,3.0,165878.76,2.0,1.0,1.0,164537.17,0
actual,1736,15727251,642.0,France,Male,30.0,8.0,117494.27,1.0,0.0,0.0,61977.82,0
actual,1737,15663489,633.0,Germany,Female,29.0,0.0,138577.34,1.0,1.0,0.0,193362.99,0
actual,1738,15683677,769.0,Spain,Male,39.0,9.0,0.0,1.0,1.0,1.0,47722.79,0
actual,1739,15596414,796.0,Spain,Male,41.0,8.0,107525.07,1.0,1.0,0.0,18510.41,0
actual,1740,15730639,715.0,France,Male,23.0,7.0,139224.92,2.0,1.0,0.0,65057.71,0
actual,1741,15672132,695.0,France,Female,42.0,7.0,121453.63,1.0,0.0,0.0,46374.64,0
actual,1742,15742638,747.0,France,Female,25.0,4.0,0.0,2.0,0.0,1.0,42039.67,0
actual,1743,15578603,584.0,Germany,Female,54.0,1.0,77354.37,1.0,0.0,0.0,138192.98,1
actual,1744,15726088,476.0,France,Male,40.0,6.0,0.0,1.0,1.0,1.0,22735.45,0
actual,1745,15682533,850.0,France,Female,39.0,7.0,79259.99,1.0,0.0,1.0,186910.74,0
actual,1746,15772995,529.0,France,Male,30.0,2.0,116295.29,1.0,1.0,0.0,75285.47,0
actual,1747,15765694,584.0,Spain,Female,59.0,1.0,0.0,1.0,0.0,1.0,130260.11,1
actual,1748,15659486,586.0,Germany,Male,34.0,9.0,74309.81,1.0,1.0,0.0,15034.93,0
actual,1749,15568963,674.0,Germany,Male,34.0,2.0,152797.9,1.0,1.0,0.0,175709.4,1
actual,1750,15703820,552.0,France,Male,42.0,9.0,133701.07,2.0,1.0,0.0,101069.71,1
actual,1751,15569410,601.0,Germany,Female,33.0,7.0,114430.18,2.0,1.0,1.0,153012.13,0
actual,1752,15632256,541.0,France,Male,29.0,7.0,127504.57,1.0,0.0,0.0,86173.92,0
actual,1753,15724466,744.0,Germany,Female,41.0,2.0,84113.41,1.0,1.0,0.0,197548.63,0
actual,1754,15777639,595.0,Spain,Female,23.0,10.0,101126.66,2.0,0.0,0.0,37042.8,0
actual,1755,15802501,724.0,Germany,Male,33.0,5.0,103564.83,2.0,1.0,0.0,121085.72,0
actual,1756,15778410,533.0,Spain,Female,52.0,7.0,0.0,1.0,0.0,1.0,194113.99,1
actual,1757,15670702,618.0,France,Male,37.0,2.0,168178.21,2.0,0.0,1.0,101273.23,0
actual,1758,15704763,523.0,Germany,Female,39.0,1.0,143903.11,1.0,1.0,1.0,118711.75,1
actual,1759,15645544,642.0,Germany,Female,30.0,5.0,129753.69,1.0,1.0,0.0,582.53,0
actual,1760,15757646,584.0,France,Male,35.0,9.0,0.0,2.0,1.0,0.0,192381.21,0
actual,1761,15701121,521.0,France,Male,38.0,5.0,110641.18,1.0,0.0,1.0,136507.69,1
actual,1762,15796313,662.0,France,Female,36.0,4.0,166909.2,2.0,1.0,0.0,138871.12,1
actual,1763,15815660,758.0,France,Female,34.0,1.0,154139.45,1.0,1.0,1.0,60728.89,0
actual,1764,15602844,717.0,France,Male,38.0,7.0,97459.06,1.0,0.0,0.0,189175.71,0
actual,1765,15636238,611.0,France,Male,40.0,1.0,0.0,2.0,1.0,1.0,102547.56,0
actual,1766,15770101,766.0,Germany,Male,43.0,6.0,112088.04,2.0,1.0,1.0,36706.56,0
actual,1767,15645543,636.0,France,Female,34.0,3.0,0.0,2.0,1.0,1.0,44756.25,0
actual,1768,15596397,814.0,France,Female,48.0,7.0,0.0,2.0,1.0,1.0,132870.15,0
actual,1769,15770525,760.0,Spain,Male,28.0,1.0,141038.57,2.0,0.0,0.0,16287.38,0
actual,1770,15684267,607.0,Germany,Male,39.0,2.0,84468.67,2.0,1.0,1.0,121945.42,0
actual,1771,15689980,725.0,Spain,Female,36.0,4.0,118520.26,1.0,0.0,0.0,131173.9,1
actual,1772,15633260,600.0,France,Male,37.0,1.0,142663.46,1.0,0.0,1.0,88669.89,0
actual,1773,15756471,656.0,Germany,Male,27.0,4.0,118627.16,2.0,1.0,1.0,160835.3,0
actual,1774,15721303,640.0,Spain,Male,34.0,1.0,137523.02,1.0,0.0,0.0,24761.36,0
actual,1775,15802256,439.0,France,Male,28.0,7.0,110976.23,2.0,1.0,0.0,138526.96,0
actual,1776,15725664,549.0,France,Female,38.0,8.0,107283.4,1.0,0.0,0.0,157442.75,0
actual,1777,15674851,622.0,France,Male,38.0,5.0,0.0,2.0,0.0,0.0,105295.77,0
actual,1778,15701946,715.0,France,Male,34.0,4.0,124314.45,1.0,0.0,0.0,97782.92,0
actual,1779,15748947,657.0,France,Female,41.0,5.0,95858.37,1.0,1.0,1.0,68255.88,0
actual,1780,15673342,703.0,France,Male,36.0,2.0,0.0,2.0,1.0,0.0,108790.95,0
actual,1781,15601008,802.0,France,Male,33.0,8.0,0.0,2.0,1.0,0.0,143706.18,0
actual,1782,15771636,793.0,Spain,Female,36.0,0.0,0.0,1.0,0.0,0.0,148993.47,0
actual,1783,15642002,554.0,France,Female,35.0,6.0,117707.18,2.0,0.0,0.0,95277.15,1
actual,1784,15693381,533.0,Spain,Male,38.0,1.0,135289.33,2.0,0.0,1.0,152956.33,0
actual,1785,15607691,658.0,France,Male,36.0,8.0,174060.46,1.0,1.0,1.0,94925.62,0
actual,1786,15589380,713.0,Germany,Male,40.0,3.0,114446.84,2.0,1.0,1.0,87308.18,0
actual,1787,15603846,711.0,Spain,Male,37.0,2.0,0.0,2.0,1.0,0.0,83978.86,1
actual,1788,15753549,669.0,France,Male,25.0,1.0,157848.53,1.0,0.0,0.0,37543.93,1
actual,1789,15725355,439.0,France,Female,43.0,8.0,0.0,1.0,0.0,1.0,104889.3,0
actual,1790,15773017,763.0,Spain,Female,37.0,6.0,0.0,2.0,1.0,1.0,149705.25,0
actual,1791,15625641,697.0,Germany,Female,74.0,3.0,108071.36,2.0,1.0,1.0,16445.79,0
actual,1792,15776467,702.0,Spain,Female,35.0,8.0,14262.8,2.0,1.0,0.0,54689.16,0
actual,1793,15746451,686.0,Spain,Male,41.0,7.0,102749.72,1.0,0.0,1.0,194913.86,0
actual,1794,15777922,629.0,Spain,Male,36.0,1.0,161757.87,2.0,1.0,1.0,146371.72,0
actual,1795,15606841,823.0,France,Male,38.0,1.0,0.0,2.0,1.0,0.0,156603.7,0
actual,1796,15757648,683.0,Germany,Female,35.0,5.0,95698.79,1.0,0.0,1.0,182566.76,0
actual,1797,15677173,555.0,France,Male,37.0,9.0,124969.13,1.0,1.0,0.0,60194.05,0
actual,1798,15764170,647.0,Germany,Male,44.0,4.0,93960.35,1.0,1.0,0.0,36579.53,1
actual,1799,15610446,714.0,France,Female,51.0,4.0,88308.87,3.0,0.0,0.0,5862.53,1
actual,1800,15612776,850.0,Spain,Female,39.0,10.0,0.0,2.0,1.0,1.0,143030.09,0
actual,1801,15794122,713.0,France,Female,59.0,3.0,0.0,2.0,1.0,1.0,62700.08,0
actual,1802,15774931,452.0,France,Male,30.0,7.0,112935.87,1.0,1.0,1.0,99017.34,0
actual,1803,15779247,683.0,Spain,Female,24.0,8.0,98567.1,1.0,1.0,0.0,187987.01,0
actual,1804,15707078,577.0,France,Female,26.0,1.0,180530.51,1.0,0.0,0.0,123454.62,0
actual,1805,15605263,552.0,France,Male,33.0,5.0,140931.57,1.0,0.0,1.0,10921.5,0
actual,1806,15607381,769.0,Germany,Female,31.0,7.0,148913.72,2.0,1.0,0.0,53817.23,0
actual,1807,15683471,691.0,France,Male,38.0,7.0,0.0,2.0,0.0,0.0,81617.4,0
actual,1808,15605037,818.0,France,Female,49.0,2.0,0.0,1.0,0.0,1.0,192298.84,1
actual,1809,15576085,739.0,France,Male,41.0,5.0,0.0,2.0,0.0,0.0,143882.25,0
actual,1810,15770435,639.0,France,Female,50.0,6.0,115335.32,2.0,1.0,1.0,53130.41,0
actual,1811,15592994,651.0,France,Female,65.0,0.0,0.0,2.0,1.0,1.0,190454.04,0
actual,1812,15624068,779.0,France,Female,26.0,0.0,0.0,2.0,0.0,1.0,111906.0,0
actual,1813,15595221,850.0,Germany,Female,33.0,7.0,134678.13,1.0,1.0,0.0,113177.95,0
actual,1814,15637131,829.0,France,Male,38.0,9.0,0.0,2.0,1.0,0.0,30529.88,0
actual,1815,15613471,579.0,Germany,Male,31.0,2.0,90547.48,2.0,1.0,1.0,18800.13,0
actual,1816,15583499,510.0,France,Male,32.0,9.0,103324.78,1.0,1.0,1.0,46127.7,0
actual,1817,15752816,531.0,France,Male,29.0,3.0,114590.58,1.0,0.0,0.0,75585.48,0
actual,1818,15804075,628.0,Germany,Female,36.0,3.0,91286.51,1.0,1.0,0.0,63085.94,0
actual,1819,15800517,633.0,Spain,Male,32.0,5.0,163340.12,2.0,1.0,1.0,74415.2,0
actual,1820,15712319,714.0,Spain,Male,45.0,8.0,150900.29,2.0,0.0,1.0,139889.15,0
actual,1821,15797389,604.0,Spain,Male,23.0,9.0,124577.33,1.0,1.0,1.0,7267.25,0
actual,1822,15621432,630.0,Spain,Male,35.0,1.0,0.0,2.0,0.0,0.0,186826.22,0
actual,1823,15779390,850.0,Spain,Female,31.0,4.0,91292.7,1.0,1.0,1.0,162149.07,0
actual,1824,15711219,788.0,Germany,Female,57.0,8.0,93716.72,1.0,1.0,1.0,180150.49,1
actual,1825,15770498,798.0,France,Female,37.0,4.0,111723.08,1.0,1.0,1.0,83478.12,0
actual,1826,15678727,770.0,Germany,Male,45.0,4.0,110765.68,1.0,1.0,0.0,26163.74,1
actual,1827,15573893,569.0,Germany,Male,25.0,9.0,173459.45,2.0,1.0,1.0,44381.06,0
actual,1828,15740104,425.0,Spain,Female,22.0,7.0,169649.73,2.0,0.0,1.0,136365.0,1
actual,1829,15792649,547.0,Spain,Female,31.0,9.0,0.0,2.0,0.0,0.0,99294.22,0
actual,1830,15605275,725.0,Germany,Male,45.0,8.0,116917.07,1.0,0.0,0.0,173464.43,1
actual,1831,15572467,506.0,France,Male,37.0,5.0,0.0,2.0,1.0,1.0,127543.81,0
actual,1832,15738219,632.0,France,Female,36.0,7.0,0.0,2.0,1.0,1.0,52526.65,0
actual,1833,15600710,620.0,France,Male,22.0,0.0,0.0,1.0,1.0,0.0,32589.45,0
actual,1834,15804394,663.0,Germany,Male,32.0,8.0,130627.66,1.0,1.0,0.0,47161.25,1
actual,1835,15694188,700.0,Spain,Female,46.0,5.0,56580.95,2.0,0.0,1.0,45424.13,0
actual,1836,15583718,696.0,Germany,Male,38.0,6.0,142316.14,1.0,1.0,1.0,8018.49,0
actual,1837,15802478,767.0,Spain,Male,31.0,6.0,0.0,2.0,1.0,1.0,195668.0,0
actual,1838,15619343,561.0,France,Male,56.0,7.0,152759.0,2.0,1.0,0.0,133167.11,1
actual,1839,15758813,350.0,Germany,Male,39.0,0.0,109733.2,2.0,0.0,0.0,123602.11,1
actual,1840,15761374,706.0,France,Male,54.0,9.0,117444.51,1.0,1.0,1.0,186238.85,0
actual,1841,15569209,464.0,Spain,Female,34.0,5.0,76001.57,1.0,1.0,1.0,158668.87,0
actual,1842,15788539,501.0,France,Female,34.0,3.0,107747.57,1.0,1.0,0.0,9249.36,0
actual,1843,15747222,745.0,Spain,Female,35.0,8.0,0.0,2.0,1.0,1.0,116581.1,0
actual,1844,15769346,587.0,France,Female,36.0,1.0,134997.49,2.0,1.0,0.0,44688.08,0
actual,1845,15699634,667.0,France,Female,48.0,2.0,0.0,2.0,1.0,1.0,148608.39,0
actual,1846,15589076,737.0,France,Male,36.0,9.0,0.0,1.0,0.0,1.0,188670.9,1
actual,1847,15812338,485.0,Spain,Female,30.0,7.0,0.0,1.0,1.0,0.0,107067.37,0
actual,1848,15758845,590.0,Spain,Female,37.0,0.0,64345.21,1.0,0.0,1.0,61759.33,1
actual,1849,15685844,518.0,Germany,Female,35.0,8.0,141665.63,1.0,0.0,1.0,192776.64,0
actual,1850,15583090,581.0,Spain,Female,29.0,8.0,0.0,2.0,1.0,0.0,46735.19,0
actual,1851,15587581,785.0,Germany,Female,33.0,5.0,136624.6,2.0,1.0,1.0,169117.74,0
actual,1852,15633640,799.0,France,Female,52.0,4.0,161209.66,1.0,1.0,1.0,89081.41,0
actual,1853,15573741,698.0,Spain,Male,38.0,10.0,95010.92,1.0,1.0,1.0,105227.86,0
actual,1854,15633574,730.0,France,Female,41.0,4.0,167545.32,1.0,1.0,0.0,128246.81,0
actual,1855,15711455,740.0,Germany,Female,36.0,4.0,109044.6,1.0,0.0,0.0,94554.74,1
actual,1856,15570601,785.0,France,Female,47.0,9.0,122031.55,1.0,1.0,1.0,33823.5,1
actual,1857,15690925,527.0,Spain,Female,29.0,2.0,27755.97,1.0,1.0,0.0,97468.44,1
actual,1858,15709338,544.0,France,Female,29.0,1.0,118560.55,1.0,1.0,1.0,164137.36,0
actual,1859,15780746,705.0,France,Male,61.0,4.0,0.0,2.0,1.0,1.0,191313.7,0
actual,1860,15681956,684.0,France,Male,34.0,9.0,0.0,2.0,1.0,1.0,65257.57,0
actual,1861,15778190,639.0,Spain,Female,28.0,8.0,97840.72,1.0,1.0,1.0,178222.77,0
actual,1862,15786852,565.0,Germany,Female,38.0,2.0,158651.29,2.0,1.0,1.0,179445.28,0
actual,1863,15726494,481.0,France,Male,44.0,9.0,175303.06,1.0,1.0,0.0,65500.53,1
actual,1864,15641183,731.0,Spain,Male,25.0,8.0,96950.21,1.0,1.0,0.0,97877.92,0
actual,1865,15805312,607.0,France,Male,45.0,7.0,123859.6,1.0,0.0,1.0,113051.57,0
actual,1866,15636572,760.0,France,Female,32.0,7.0,0.0,2.0,1.0,1.0,105969.05,0
actual,1867,15632575,559.0,France,Female,70.0,9.0,0.0,1.0,1.0,1.0,122996.76,0
actual,1868,15740164,715.0,France,Female,33.0,3.0,85227.84,1.0,1.0,1.0,68087.15,0
actual,1869,15574947,656.0,France,Male,36.0,8.0,97786.08,2.0,0.0,1.0,21478.36,0
actual,1870,15597909,652.0,Germany,Male,33.0,7.0,128135.99,1.0,1.0,0.0,158437.73,0
actual,1871,15782574,624.0,Spain,Male,33.0,6.0,0.0,2.0,0.0,0.0,76551.7,0
actual,1872,15734999,634.0,Spain,Male,36.0,2.0,85996.19,1.0,1.0,0.0,15887.68,0
actual,1873,15706593,850.0,Spain,Female,50.0,10.0,0.0,2.0,1.0,1.0,33741.84,0
actual,1874,15766686,659.0,Germany,Female,39.0,1.0,104502.11,1.0,1.0,0.0,20652.69,0
actual,1875,15590268,529.0,Spain,Male,35.0,5.0,95772.97,1.0,1.0,1.0,112781.5,0
actual,1876,15763055,572.0,Spain,Male,31.0,5.0,98108.79,1.0,0.0,1.0,119996.95,0
actual,1877,15664754,640.0,Germany,Male,39.0,9.0,131607.28,4.0,0.0,1.0,6981.43,1
actual,1878,15643630,770.0,Spain,Male,55.0,9.0,63127.41,2.0,1.0,0.0,185211.28,1
actual,1879,15641043,648.0,Spain,Male,35.0,7.0,0.0,2.0,1.0,1.0,78436.36,0
actual,1880,15768095,579.0,France,Male,31.0,9.0,0.0,1.0,0.0,1.0,139048.0,0
actual,1881,15811314,589.0,Germany,Female,36.0,9.0,140355.56,2.0,1.0,0.0,136329.96,0
actual,1882,15669922,530.0,Spain,Female,36.0,2.0,0.0,2.0,1.0,1.0,14721.8,0
actual,1883,15707114,831.0,France,Male,30.0,2.0,0.0,2.0,0.0,1.0,3430.38,0
actual,1884,15670602,790.0,Germany,Male,24.0,7.0,107418.27,1.0,0.0,1.0,160450.21,0
actual,1885,15713479,656.0,France,Male,35.0,6.0,0.0,2.0,1.0,0.0,1485.27,0
actual,1886,15663830,563.0,Spain,Male,32.0,6.0,0.0,2.0,1.0,1.0,19720.08,0
actual,1887,15566958,667.0,Spain,Male,39.0,7.0,167557.12,1.0,1.0,1.0,41183.02,0
actual,1888,15680918,613.0,Spain,Male,34.0,8.0,117300.02,1.0,1.0,0.0,139410.08,0
actual,1889,15663921,429.0,France,Male,60.0,7.0,0.0,2.0,1.0,1.0,163691.48,0
actual,1890,15716324,665.0,France,Female,23.0,9.0,143672.9,1.0,1.0,1.0,115147.33,0
actual,1891,15796969,731.0,France,Male,33.0,4.0,0.0,2.0,1.0,1.0,74945.11,0
actual,1892,15574783,584.0,France,Female,37.0,1.0,0.0,2.0,1.0,1.0,180363.56,0
actual,1893,15773487,634.0,Germany,Female,31.0,8.0,76798.92,1.0,0.0,0.0,196021.73,0
actual,1894,15802486,488.0,France,Male,34.0,3.0,0.0,2.0,1.0,1.0,125979.36,0
actual,1895,15783398,535.0,Spain,Female,49.0,7.0,115309.75,1.0,1.0,0.0,111421.77,0
actual,1896,15649418,776.0,France,Female,29.0,7.0,178171.04,2.0,1.0,1.0,115818.51,0
actual,1897,15604588,850.0,Spain,Female,38.0,3.0,0.0,2.0,0.0,1.0,179360.76,0
actual,1898,15735428,673.0,Spain,Female,37.0,0.0,0.0,2.0,0.0,0.0,82351.06,0
actual,1899,15629078,850.0,Germany,Female,45.0,5.0,127258.79,1.0,1.0,1.0,192744.23,1
actual,1900,15806880,627.0,Spain,Female,30.0,6.0,0.0,1.0,1.0,1.0,113408.47,0
actual,1901,15754999,570.0,France,Female,33.0,8.0,0.0,1.0,1.0,1.0,124641.42,0
actual,1902,15781034,796.0,Spain,Male,67.0,5.0,0.0,2.0,0.0,1.0,54871.02,0
actual,1903,15622017,773.0,Spain,Female,33.0,10.0,0.0,1.0,1.0,1.0,98820.09,0
actual,1904,15705885,752.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,45570.84,0
actual,1905,15677382,625.0,Spain,Female,69.0,1.0,107569.96,1.0,1.0,1.0,182336.45,0
actual,1906,15566843,535.0,Germany,Male,20.0,9.0,134874.4,1.0,1.0,1.0,118825.56,0
actual,1907,15608387,786.0,France,Female,29.0,4.0,0.0,2.0,1.0,0.0,103372.79,0
actual,1908,15810786,620.0,France,Female,67.0,3.0,0.0,2.0,1.0,1.0,43486.73,0
actual,1909,15626983,605.0,Spain,Female,48.0,6.0,0.0,2.0,1.0,1.0,40062.99,0
actual,1910,15773605,670.0,Spain,Female,32.0,3.0,0.0,2.0,1.0,0.0,46175.7,0
actual,1911,15811261,617.0,Spain,Male,42.0,0.0,70105.87,1.0,1.0,1.0,120830.73,0
actual,1912,15590606,595.0,France,Male,41.0,9.0,0.0,2.0,1.0,0.0,5967.09,0
actual,1913,15576644,687.0,Germany,Female,29.0,4.0,78939.15,1.0,1.0,0.0,122134.56,1
actual,1914,15750264,757.0,Germany,Male,30.0,6.0,105128.85,2.0,1.0,1.0,62972.13,0
actual,1915,15741554,746.0,Spain,Male,31.0,2.0,113836.27,1.0,1.0,1.0,174815.54,0
actual,1916,15769051,503.0,Spain,Male,25.0,7.0,0.0,1.0,0.0,1.0,192841.13,0
actual,1917,15812198,543.0,Germany,Male,48.0,1.0,100900.5,1.0,0.0,0.0,33310.72,1
actual,1918,15699772,428.0,Germany,Female,40.0,3.0,129248.11,2.0,1.0,0.0,72876.43,1
actual,1919,15744105,768.0,France,Female,28.0,3.0,109118.05,2.0,0.0,1.0,50911.41,0
actual,1920,15739858,618.0,France,Male,56.0,7.0,0.0,1.0,1.0,1.0,142400.27,1
actual,1921,15723720,591.0,France,Female,31.0,7.0,0.0,2.0,0.0,1.0,48778.46,0
actual,1922,15638355,658.0,France,Female,35.0,5.0,126397.66,1.0,0.0,0.0,156361.58,1
actual,1923,15805637,625.0,France,Male,36.0,9.0,108546.16,3.0,1.0,0.0,133807.77,1
actual,1924,15629575,717.0,France,Male,36.0,2.0,148061.89,1.0,1.0,0.0,179128.69,1
actual,1925,15586243,667.0,France,Male,44.0,8.0,122277.87,1.0,1.0,1.0,91810.71,0
actual,1926,15757931,804.0,France,Male,24.0,3.0,0.0,2.0,1.0,0.0,173195.33,0
actual,1927,15716023,693.0,France,Male,31.0,1.0,0.0,2.0,0.0,1.0,182270.88,0
actual,1928,15647782,729.0,Germany,Male,36.0,8.0,152899.24,2.0,1.0,0.0,177130.33,0
actual,1929,15716609,484.0,Germany,Male,54.0,3.0,134388.11,1.0,0.0,0.0,49954.79,1
actual,1930,15623791,632.0,Spain,Female,40.0,3.0,109740.62,1.0,1.0,0.0,141896.74,0
actual,1931,15627262,536.0,Germany,Male,23.0,6.0,92366.72,2.0,1.0,0.0,120661.71,0
actual,1932,15652693,573.0,France,Female,26.0,4.0,129109.02,1.0,0.0,0.0,149814.68,1
actual,1933,15586993,655.0,Spain,Female,56.0,5.0,0.0,2.0,1.0,1.0,41782.7,0
actual,1934,15815560,666.0,Germany,Male,74.0,7.0,105102.5,1.0,1.0,1.0,46172.47,0
actual,1935,15584930,726.0,Germany,Male,30.0,5.0,111375.32,2.0,1.0,0.0,2704.09,0
actual,1936,15799031,523.0,France,Male,39.0,3.0,0.0,2.0,1.0,0.0,6726.53,0
actual,1937,15810457,728.0,Germany,Female,33.0,9.0,150412.14,2.0,1.0,0.0,170764.08,0
actual,1938,15697879,701.0,France,Male,30.0,3.0,156660.72,2.0,1.0,0.0,45742.42,0
